LOCAL;label
90028030;FAMAILL�
90028040;INGENIO FRONTERITA
90035000;ZONA RURAL
90035010;GRANEROS
90035020;LAMADRID
90035030;TACO RALO
90042000;ZONA RURAL
90042010;JUAN BAUTISTA ALBERDI
90042020;VILLA BELGRANO
90049000;ZONA RURAL
90049010;LA COCHA
90049020;SAN JOS� DE LA COCHA
90056000;ZONA RURAL
90056010;BELLA VISTA
90056020;ESTACI�N AR�OZ
90056030;LOS PUESTOS
90056040;MANUEL GARC�A FERN�NDEZ
90056050;PALA PALA
90056060;RIO COLORADO
90056070;SANTA ROSA DE LEALES
90056080;VILLA FIAD - INGENIO LEALES
90056090;VILLA DE LEALES
90063000;ZONA RURAL
90063010;BARRIO SAN FELIPE
90063020;EL MANANTIAL
90063030;INGENIO SAN PABLO
90063040;LA REDUCCI�N
90063050;LULES
90070000;ZONA RURAL
90070010;ACHERAL
90070020;CAPIT�N C�CERES
90070030;MONTEROS
90070040;PUEBLO INDEPENDENCIA
90070050;R�O SECO
90070060;SANTA LUC�A
90070070;SARGENTO MOYA
90070080;SOLDADO MALDONADO
90070090;TENIENTE BERDINA
90070100;VILLA QUINTEROS
90077000;ZONA RURAL
90077010;AGUILARES
90077020;LOS SARMIENTOS
90077030;R�O CHICO
90077040;SANTA ANA
90077050;VILLA CLODOMIRO HILERET
90084010;SAN MIGUEL DE TUCUM�N
90091000;ZONA RURAL
90091010;ATAHONA
90091020;MONTEAGUDO
90091030;NUEVA TRINIDAD
90091040;SANTA CRUZ
90091050;SIMOCA
90091060;VILLA CHICLIGASTA
90098000;ZONA RURAL
90098010;AMAICHA DEL VALLE
90098020;COLALAO DEL VALLE
90098030;EL MOLLAR
90098040;TAFI DEL VALLE
90105000;ZONA RURAL
90105010;BARRIO EL CRUCE
90105020;BARRIO LOMAS DE TAF�
90105030;BARRIO MUTUAL SAN MART�N
90105040;BARRIO PARADA 14
90105050;BARRIO UTA II
90105060;DIAGONAL NORTE - LUZ Y FUERZA - LOS POCI   POCI
90105070;EL CADILLAL
90105080;TAF� VIEJO
90105090;VILLA LAS FLORES
90105100;VILLA MARIANO MORENO - EL COLMENAR
90112000;ZONA RURAL
90112010;CHOROMORO
90112020;SAN PEDRO DE COLALAO
90112030;VILLA DE TRANCAS
90119000;ZONA RURAL
90119010;BARRIO SAN JOS� III
90119020;VILLA CARMELA
90119030;YERBA BUENA - MARCOS PAZ
94007000;ZONA RURAL
94007010;R�O GRANDE
94007020;TOLHUIN
94014000;ZONA RURAL
94014010;LAGUNA ESCONDIDA
94014020;USHUAIA
94021000;ISLAS GEORGIAS, ORCADAS Y SAD
94028000;BASES ANTARTICAS
95000002;MISSING
95000001;NOTAPPLICABLE
